permit_type,dec_id,permit_issued_to,facility_name,facility_street,facility_city,facility_zip,facility_contact,facility_description,facility_mact,facility_nsps,emission_units,controls,stack_height,pollutants,potential_to_emit,emission_unit_description,process_description,monitoring_type,monitoring_frequency,parameter_monitored,upper_permit_limit,lower_permit_limit
Air Title V Facility,5520500013,LEHIGH NORTHEAST CEMENT COMPANY,LEHIGH NORTHEAST CEMENT COMPANY,313 WARREN ST,GLENS FALLS,12801,STUART GUINTHER,,LLL,"A, F","0-UFUEL, 0-UKILN, U-CLTRN, U-FINML, U-PLYCM, U-QUARY, U-RAWGR, U-RMHND, U-SHPNG","ELECTROSTATIC PRECIPITATOR, FABRIC FILTER, SELECTIVE NON-CATALYTIC REDUCTION, WET LIME INJECTION","10, 15, 170, 200, 231, 25, 30, 33, 34, 45, 54, 56, 67, 7, 70, 71, 76, 8, 90, 99","HAP, OXIDES OF NITROGEN, PARTICULATES, PM-10, SULFUR DIOXIDE",,,,,,,,
Air State Facility,5520500015,CITY OF GLENS FALLS,GLENS FALLS STP,2 SHERMANTOWN RD,GLENS FALLS,12801,STEVE D GURZLER,,,"A, O, Oand, Oand","U-INCIN, U-WWTP1","ACTIVATED CARBON ADSORPTION, CHEMICAL OXIDATION, IMPINGEMENT PLATE SCRUBBER, VENTURI SCRUBBER","100, 12, 14, 20, 21, 34, 7","BERYLLIUM, HAP, HYDROGEN SULFIDE, MERCURY, PARTICULATES",,,,,,,,
Air State Facility,5520500017,JOINTA GALUSHA LLC,JOINTA GALUSHA LLC LIME QUARRY,203 WARREN ST,GLENS FALLS,12801,JOHN P DAVIDSON,,,"I, I, I, OOO","U-00BMP, U-PORT1","DUST SUPPRESSION BY WATER SPRAY, FABRIC FILTER","10, 14, 20, 32","CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, PM-10, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,5520500025,PREGIS INNOVATIVE PACKAGING INC,PREGIS INNOVATIVE PACKAGING INC,18 PECK AVE,GLENS FALLS,12801,JIM REILLY,,,,U-ROLLS,,"10, 11, 17, 18, 19, 20, 25, 27, 29, 42, 6, 8",VOC,,,,,,,,
Air State Facility,5520500057,AMES GOLDSMITH CORP,AMES GOLDSMITH CORP,21 ROGER ST,GLENS FALLS,12801,CHARLES T MCCABE,,,,"U-00001, U-CATRE, U-POWFL, U-SILOX","DIRECT FLAME AFTERBURNER, FABRIC FILTER, GAS SCRUBBER (GENERAL, NOT CLASSIFIED), HIGH EFFICIENCY PARTICULATE AIR FILTER, MIST ELIMINATOR, PACKED-GAS ABSORPTION SYSTEM, SINGLE CYCLONE, WET SCRUBBER","10, 14, 15, 18, 19, 20, 21, 25, 27, 28, 30, 33, 42, 60, 9","FORMALDEHYDE, HYDRAZINE, NITRIC ACID, OXIDES OF NITROGEN, PARTICULATES",,,,,,,,
Air State Facility,5522400010,PECKHAM MATERIALS CORP,PECKHAM CHESTERTOWN PLT,RT 9,CHESTERTOWN,12817,ROBERT YAREMKO,,,"A, I, OOO","0-AS100, 0-AS200, 0-GN100, 0-GN200, 0-GN300, 0-ST100","DUST SUPPRESSION BY WATER SPRAY, FABRIC FILTER, GRAVITY COLLECTOR, HIGH EFFICIENCY PARTICULATE AIR FILTER","18, 35, 36","CARBON MONOXIDE, HAP, OXIDES OF NITROGEN, PARTICULATES, PM-10, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,5523400007,C R BARD INC,C R BARD USCI DIV,289 BAY RD,QUEENSBURY,12804,JOHN GREENING,,T,JJJJ,"0-00001, 0-00002, 0-00003, 0-00004, 0-00005, 000001",,"10, 11, 13, 14, 16, 18, 19, 21, 22, 24, 29, 3, 30, 31, 32, 33, 34, 38, 39, 40","DICHLOROMETHANE, HAP, VOC",,,,,,,,
Air State Facility,5523400381,PREGIS INNOVATIVE PACKAGING INC,PREGIS INNOVATIVE PACKAGING INC,300 LOWER WARREN ST,QUEENSBURY,12804,JIM REILLY,,,,1-FOAMX,THERMAL OXIDATION,"10, 40",VOC,,,,,,,,
Air State Facility,5524000010,NORTHEASTERN PRODUCTS CORP,NORTHEASTERN PRODUCTS CORP,115 SWEET RD,WARRENSBURG,12885,GARY SCHIAVI,,,,A-00001,"FABRIC FILTER, SINGLE CYCLONE","14, 18, 19, 21, 24, 30, 36, 37","PARTICULATES, VOC",,,,,,,,
Air Title V Facility,5532600004,HOLLINGSWORTH & VOSE CO,HOLLINGSWORTH & VOSE-EASTON MILL,3235 CO RTE 113,GREENWICH,12834,VIRGINIA L KEEFER,,"JJJJ, OOOO, ZZZZ",,"U-BOILR, U-BROKE, U-MIXRS, U-PAPER",WET SCRUBBER,"115, 14, 20, 26, 31, 36, 37, 39, 87","1,3-DICHLORO-2-PROPANOL, FORMALDEHYDE, OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,5532600007,PECKHAM MATERIALS CORP,PECKHAM MATERIALS MIDDLE FALLS PLANT,582 STATE ROUTE 29,GREENWICH,12834,ROBERT YAREMKO,,,"A, I",0-00001,"FABRIC FILTER, GRAVITY COLLECTOR",38,"CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air State Facility,5532800010,NYS DEPT OF CORRECTIONS AND COMMUNITY SUPERVISION,NYS GREAT MEADOW AND WASHINGTON CORRECTIONAL,FACILITY,ST RTE 22 - E OF US RTE 4,,MIKE HAMBLIN,,JJJJJJ,,"0-0MAIN, 0-GLASS",,"21, 40","OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,5533000009,GENERAL ELECTRIC CO,"GENERAL ELECTRIC COMPANY, TDIS",381 UPPER BROADWAY,FORT EDWARD,12828,DAVID WEST,,,,"A-10000, B-10000, C-10000, D-10000, E-10000, F-10000, G-10000, H-10000, I-10000, J-10000, K-10000, X-10000, Y-10000, Z-10000","FABRIC FILTER, HIGH EFFICIENCY PARTICULATE AIR FILTER, MIST ELIMINATOR, VAPOR RECOVERY SYS(INCL.CONDENSERS,HOODING, OTHER ENCLOSURES)","15, 16, 21, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 43, 45, 47, 52, 56","OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,5533000015,IRVING TISSUE INC,IRVING TISSUE INC FT EDWARD OPERATIONS,1 EDDY ST,FORT EDWARD,12828,THOMAS NASH,,,Dc,"B-00001, P-00001","VENTURI SCRUBBER, WET DUST COLLECTOR","100, 142, 25, 30, 33, 38, 41, 54, 71","OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air State Facility,5533000038,ENVIRONMENTAL SOIL MANAGEMENT OF NY LLC,ENVIRONMENTAL SOIL MANAGEMENT OF N Y,304 TOWPATH RD,FORT EDWARD,12828,PETER HANSEN,,,,"U-00001, U-00002","ACTIVATED CARBON ADSORPTION, FABRIC FILTER, MAT OR PANEL FILTER, MULTIPLE CYCLONE W/O FLY ASH INJECTION","39, 55","BENZO(A)PYRENE, CARBON DIOXIDE EQUIVALENTS, HYDROGEN CHLORIDE, LEAD, PARTICULATES, POLYCHLORINATED BIPHENYL, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,5533200006,SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION,SAINT-GOBAIN PERFORMANCE PLASTICS,1 SEALANTS PARK,GRANVILLE,12832,MARIO CANGEMI,,,RR,"F-INISH, M-IXING, O-THERS","FABRIC FILTER, THERMAL OXIDATION","13, 17, 21, 23, 29, 30, 31, 50, 54","ACETIC ACID ETHENYL ESTER, ANTIMONY TRIOXIDE, FORMALDEHYDE, FORMAMIDE, N,N-DIMETHYL, HEXANE, METHYL ACRYLIC ACIDMETHYL ESTER, METHYL ALCOHOL, METHYLENE BISPHENYL ISOCYANATE, N,N-DIETHYL ETHANAMINE, PARTICULATES, PHENOL, PROPENENITRILE, STYRENE, TOLUENE, TOTAL HAP, VOC, XYLENE, M, O & P MIXT.",,,,,,,,
Air State Facility,5533200007,TELESCOPE CASUAL FURNITURE CO,TELESCOPE CASUAL FURNITURE,85 CHURCH ST,GRANVILLE,12832,BRUCE RATHBUN,,JJJJJJ,,"B-OILER, F-INISH, O-THERS",FABRIC FILTER,"145, 15, 16, 18, 25, 26, 28, 31, 34, 50","CARBON MONOXIDE, PARTICULATES, PM-10, TOTAL HAP, VOC",,,,,,,,
Air Title V Facility,5533200025,MANCHESTER WOOD INC,MANCHESTER WOOD INC,NORTH ST,GRANVILLE,12832,EDWARD ERIKSEN,,"JJ, JJ",,U-00001,,"30, 45","PARTICULATES, TOTAL HAP, VOC",,,,,,,,
Air Title V Facility,5533400006,HOLLINGSWORTH & VOSE CO,HOLLINGSWORTH & VOSE GREENWICH MILL,2322 ST RTE 29,CENTER FALLS,12834,VIRGINIA L KEEFER,,"DDDDD, JJJJ, ZZZZ","A, Dc","U-BOILR, U-PAPER",,"34, 38, 40, 93","1,3-DICHLORO-2-PROPANOL, FORMALDEHYDE, PARTICULATES, SULFUR DIOXIDE, TOTAL HAP",,,,,,,,
Air State Facility,5533800009,JOINTA GALUSHA LLC,HARTFORD QUARRY,ST RTE 149 - N SIDE - W OF KINGSBURY TOWNLINE,HARTFORD,12838,JOHN P DAVIDSON,,,"A, OOO, OOO, OOO","U-AG001, U-AG002",DUST SUPPRESSION BY WATER SPRAY,"10, 15, 20","OXIDES OF NITROGEN, PARTICULATES",,,,,,,,
Air Title V Facility,5534400001,WHEELABRATOR HUDSON FALLS LLC,WHEELABRATOR HUDSON FALLS,93 RIVER ST,HUDSON FALLS,12839,MAURICE C HOLCOMB,,ZZZZ,"A, Cb, Eb","U-00001, U-00002","ACTIVATED CARBON ADSORPTION, ELECTROSTATIC PRECIPITATOR, WET LIME SLURRY SCRUBBING",316,"2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN, ARSENIC, BARIUM, BENZO(A)PYRENE, BERYLLIUM, CADMIUM, CARBON MONOXIDE, CHROMIUM, CHROMIUM(VI), COBALT, COPPER, FORMALDEHYDE, HYDROGEN CHLORIDE, HYDROGEN FLUORIDE, LEAD, MANGANESE, MERCURY, NICKEL METAL AND INSOLUBLE COMPOUNDS, OXIDES OF NITROGEN, PARTICULATES, POLYCHLORINATED BIPHENYL, POLYCYCLIC AROMATIC HYDROCARBONS, SELENIUM, SULFUR DIOXIDE, SULFURIC ACID, VANADIUM, VOC, ZINC",,,,,,,,
Air State Facility,5534400009,PECKHAM MATERIALS CORP,PECKHAM MATERIALS CORP PLANT 31,438 VAUGHN RD,HUDSON FALLS,12839,ROBERT J YAREMKO,,ZZZZ,"I, OOO","0-000AS, 0-PORT1, 0-PORT2, 0-ST100, 0-ST200, 0-ST300",FABRIC FILTER,"18, 35, 39","CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, PM-10, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,5534400029,STERIGENICS US LLC,STERIGENICS US LLC,84 PARK RD,QUEENSBURY,12804,KATHLEEN A HOFFMAN,,O,,1-11111,"CATALYTIC AFTERBURNER, WET SCRUBBER",78,"ETHYLENE OXIDE, PROPANE, 1,2-EPOXY-",,,,,,,,
Air State Facility,5534400083,W F LAKE CORP,W F LAKE CORP,65 PARK RD WARREN WASHINGTON INDUSTRIAL PARK,KINGSBURY,12804,JOHN HODGKINS,,,,A-00001,,"20, 21, 32, 33, 34","ETHENE,TETRAFLUORO-,HOMOPOLYMER (C2F4)X, VOC",,,,,,,,
Air State Facility,5534400088,RWS MANUFACTURING INC,RWS MANUFACTURING INC,22 FERGUSON LN,QUEENSBURY,12804,ERIC FORTIN,,,,R-00001,DRY ROTOCLONE,"12, 20","CARBON MONOXIDE, PARTICULATES, PM-10, VOC",,,,,,,,
Air Title V Facility,5535200007,COMMONWEALTH PLYWOOD INC,COMMONWEALTH PLYWOOD INC,10068 US RTE 4,WHITEHALL,12887,ROBERT H LESSELS,,,,"1-01997, 1-11997, 1-21997, 1-31997","FABRIC FILTER, MULTIPLE CYCLONE W/O FLY ASH INJECTION, SINGLE CYCLONE","28, 29, 32, 33, 35, 36, 42, 62, 70","CARBON MONOXIDE, PARTICULATES, VOC",,,,,,,,
Air State Facility,6210900003,BURROWS PAPER CORP,BURROWS PAPER CORP - MILL ST FAC,730 E MILL ST,LITTLE FALLS,13365,"JAMES R PALMER, KATHLEEN ROEBEN",,,"A, Dc","6-00003, 6-00004, 6-0003B",,"130, 20, 43, 45, 55, 60","1,2-ETHANEDIOL, 2H-AZEPIN-2-ONE,HEXAHYDRO, CARBON MONOXIDE, COPPER, ETHANOL, 2,2'-OXYBIS-, ETHANOL, 2-ETHOXY-, GLYCEROL, HAP, OXIDES OF NITROGEN, PARTICULATES, PM-10, QUARTZ, SODIUM CARBONATE, SULFUR DIOXIDE, TALC, TITANIUM DIOXIDE, VOC",,,,,,,,
Air State Facility,6210900021,BURROWS PAPER CORP,BURROWS PAPER - MOHAWK VALLEY DIV,489 W MAIN ST,LITTLE FALLS,13365,PETER J BURKDORF,,,,"6-00001, 6-00002",,"130, 22, 32, 37, 39, 41","1,2-ETHANEDIOL, 1-METHYL-2-PYRROLIDONE, 2,2,2-NITRILOTRIS ETHANOL, 2-AMINO-2-METHYL-1-PROPANOL, 2-PROPANOL, 1-METHOXY, 2H-AZEPIN-2-ONE,HEXAHYDRO, AMMONIA, AMMONIUM SULFAMATE, BENZYL ALCOHOL, CARBON MONOXIDE, COPPER, DIPROPYLENE GLYCOL METHYL ETHER, ETHANEDIOL, ETHANOL, 2,2'-IMINOBIS-, ETHANOL, 2,2'-OXYBIS-, ETHANOL, 2-ETHOXY-, KAOLIN (CLAY), METHYL ALCOHOL, METHYLETHYL GLYCOL, OXIDES OF NITROGEN, PARTICULATES, SODIUM CARBONATE, SULFUR DIOXIDE, SULFURIC ACID DIAMMONIUM SALT, TALC, TITANIUM DIOXIDE, TOTAL HAP, VOC, ZIRCONIUM ZR",,,,,,,,
Air State Facility,6210900023,EMPIRE FIBREGLASS PRODUCTS,EMPIRE FIBREGLASS PRODUCTS,RIVERSIDE INDUSTRIAL PARK,LITTLE FALLS,13365,NEIL F BAUM,,,,"1-00000, 2-00000, 3-00000, 4-00000",,"24, 30, 4, 6","HAP, STYRENE, VOC",,,,,,,,
Air Title V Facility,6212600037,DOMINION TRANSMISSION INC,DOMINION TRANSMISSION INC - UTICA STATION,HIGBY RD,FRANKFORT,13340,"DALE B HECOX, SCOTT R KINGSTON",,,,"0-0000A, 0-0000B, 0-0000C, 0-0000D, 00000D",,"25, 34, 35, 47, 48","CARBON MONOXIDE, OXIDES OF NITROGEN, VOC",,,,,,,,
Air State Facility,6212600091,F E HALE MFG CO,F E HALE MANUFACTURE COMPANY,120 BENSON PL|NORTH FRANKFORT INDUSTRIAL PARK,FRANKFORT,13340,JON G BENSON,,,,"0-00001, 0-00002, 0-00003","HIGH EFFICIENCY PARTICULATE AIR FILTER, MAT OR PANEL FILTER, MULTIPLE CYCLONE W/O FLY ASH INJECTION","16, 34, 38","BENZENE, (1-METHYLETHYL), ETHANOL, 2- (2-ETHOXYETHOXY), ETHYLBENZENE, HAP, HEXANE, METHYL ALCOHOL, PARTICULATES, TOLUENE, VOC, XYLENE, M, O & P MIXT.",,,,,,,,
Air State Facility,6212800019,REMINGTON ARMS CO INC,REMINGTON ARMS CO,14 HOEFLER AVE,ILION,13357,BRUCE A FIRMAN,,,"A, Dc","1-BRAZE, 2-HTTRT, 3-HCLTK, 4-PMMIM, 5-NOHCL, 6-MISCL, 7-AUXBL, 8-WOODF","FABRIC FILTER, WET CYCLONIC SEPARATOR","16, 20, 28, 30, 31, 34, 35, 45, 46, 52, 53, 60, 61, 62, 64, 66, 68, 69, 72, 75, 8, 90","HAP, HYDROGEN CHLORIDE, OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,6213000097,ELG UTICA ALLOYS INC,ELG UTICA ALLOYS-HERKIMER,378 GROS BLVD BLDG #1,HERKIMER,13350,BRET COPPLE,,,,"0-KD001, 0-SMC01","CENTRIFUGAL, DIRECT FLAME AFTERBURNER WITH HEAT, FABRIC FILTER","14, 22, 31, 36, 57","ANTIMONY, CADMIUM, CHROMIUM, COBALT, DIOXACYCLOPENTANE, 1,3-, ETHYL OXIRANE, HYDROGEN CHLORIDE, LEAD, MANGANESE, MERCURY, NICKEL METAL AND INSOLUBLE COMPOUNDS, PARTICULATES, PROPANE, 1-BROMO-, SELENIUM, VOC",,,,,,,,
Air State Facility,6213000111,CNY MELT CORP,CNY MELT CORP,3107 ST RTE 28 (SWEAT FURNACE PORTION OF OPERATION),HERKIMER,13350,"JOHN DOOLEN, JR",,RRR,,1-SFURN,,33,"2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN, 2,3,7,8-TETRACHLORODIBENZOFURAN, TOTAL HAP",,,,,,,,
Air State Facility,6213200001,BARRETT PAVING MATERIALS INC,BARRETT PAVING MATERIALS - LITCHFIELD QUARRY,363 RASBACH RD - W SIDE,LITCHFIELD,13491,"BARRETT PAVING MATERIALS INC, SCOT A OWENS",,,"A, I, OOO","1-PLANT, 2-STONE, 3-GENST","BAFFLE, DUST SUPPRESSION BY WATER SPRAY, FABRIC FILTER","12, 14, 15, 19, 20, 25","CARBON MONOXIDE, LEAD, OXIDES OF NITROGEN, PARTICULATES, PM-10, POLYCHLORINATED BIPHENYL, SULFUR (S 035)",,,,,,,,
Air State Facility,6213600012,TUMBLE FORMS INC,TUMBLE FORMS,1013 BARKER RD,DOLGEVILLE,13329,"JOHN DUREN, RON KARLA",,OOOOOO,,0-00013,FABRIC FILTER,"18, 19, 20, 24, 25, 29","BENZENE, 2,4-DIISOCYANATO-1-METHYL-, HAP, METHYLENE BISPHENYL ISOCYANATE, PARTICULATES, VOC",,,,,,,,
Air State Facility,6213600064,FLOCAST LLC,BERGERON BY DESIGN,15 S SECOND ST,DOLGEVILLE,13329,EDWARD MORSE,,,,1-SPTOM,,"30, 53, 54","HAP, PARTICULATES, VOC",,,,,,,,
Air State Facility,6214800037,SCHUYLER WOOD PELLET LLC,SCHUYLER WOOD PELLET LLC,172 DIAMOND DR,FRANKFORT,13340,MARK SNELL,,,,"1-DRYER, 2--FORM","CENTRIFUGAL, FABRIC FILTER, PARTICULATE TRAP","22, 23, 28, 31, 52, 70","ACROLEIN, BENZENE, CARBON MONOXIDE, FORMALDEHYDE, PARTICULATES, VOC",,,,,,,,
Air State Facility,6215200001,HANSON AGGREGATES NEW YORK LLC,HANSON - JORDANVILLE QUARRY,CO RTE 155 - W SIDE - N OF ST RTE 167,JORDANVILLE,13361,MICHAEL C LEWIS,,ZZZZ,"A, I, OOO","P-HMAPT, P-JDAGG, P-JDHMA, P-PGENS, P-PORAG, PHMAPT, PJDAGG, PJDHMA, PPGENS, PPORAG","FABRIC FILTER, PAPER FILTER, WATER INJECTION, WATER MIST/SPRAY","12, 14, 15, 16, 25, 31, 32","CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES",,,,,,,,
Air Title V Facility,6215600018,TENNESSEE GAS PIPELINE COMPANY,TGP COMPRESSOR STATION 245,457 BURROWS RD,WEST WINFIELD,13491,"MAI-TRINH TRAN, STEVE MORAWSKI",,ZZZZ,,"R-24502, R-24503, R-24504, R-24505, R-24506, R24502, R24503, R24504",CATALYTIC OXIDATION,"25, 29, 36, 42, 55","CARBON MONOXIDE, HAP, OXIDES OF NITROGEN, VOC",,,,,,,,
Air Title V Facility,6221800017,KNOWLTON TECHNOLOGIES LLC,KNOWLTON TECHNOLOGIES LLC,213 FACTORY ST,WATERTOWN,13601,FREDERICK G RUDMANN,,"A, JJJJ, QQQQQ","A, Dc","1-AQSAT, 1-PAPER, 1-SVSAT, 1-TANKS, 1PAPER, 1SVSAT",,"18, 19, 24, 28, 35, 95","FORMALDEHYDE, HAP, PARTICULATES, VOC",,,,,,,,
Air State Facility,6222000008,GREAT LAKES CHEESE OF NEW YORK INC,GREAT LAKES CHEESE OF NEW YORK INC,23 PHELPS ST,ADAMS,13605,"CRAIG FILKOUSKI, JOHN JENNINGS",,,"A, Dc","E-00001, E-00002","FABRIC FILTER, WET SCRUBBER","113, 34",PARTICULATES,,,,,,,,
Air State Facility,6222600120,FIBERMARK NORTH AMERICA INC,FIBERMARK - BROWNVILLE,101 BRIDGE STREET,BROWNVILLE,13615,TIMOTHY S SHEAR,,,,"1-BOILR, 2-PRCSS",,"27, 29, 31, 32, 33, 34, 35, 45","1,2-ETHANEDIOL, OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE, TOTAL HAP, VOC",,,,,,,,
,6222800121,NYS DEPT OF CORRECTIONAL SERVICES,CAPE VINCENT CORRECTIONAL FACILITY,NYS ROUTE 12E,CAPE VINCENT,13618,KEITH D RUPERT,,,,0-0MAIN,,38,"OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,6223000004,CARTHAGE ACQUISITION LLC,CARTHAGE SPECIALTY PAPERBOARD,30 CHAMPION ST,WEST CARTHAGE,13619,PATRICK PURDY,,,"A, Dc",0-00001,,"60, 75","PARTICULATES, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,6223200001,BACH PLUMBING & HEATING COMPANY OF CLAYTON INC,BACH & COMPANY,PELO ROAD,CLAYTON,13624,"STANLEY F BACH, JR",,,"A, OOO","1-PELOR, 1PELOR",,,"OXIDES OF NITROGEN, PM-10",,,,,,,,
Air State Facility,6223800014,FLORELLE TISSUE CORPORATION,FLORELLE TISSUE CORPORATION,1 BRIDGE ST,BROWNVILLE,13615,,,,,"U-00001, U-00002",,"195, 47","PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air State Facility,6223800043,JOHN VESPA INC,FDG #1,OLD ROME STATE ROAD,HOUNSFIELD,13685,JOHN VESPA INC,,,"A, OOO",1-ARSNL,,,"OXIDES OF NITROGEN, PM-10, VOC",,,,,,,,
Air Title V Facility,6224000009,REENERGY BLACK RIVER LLC,REENERGY BLACK RIVER LLC,EUPHRATES RIVER VALLEY RD & ONEIDA AVE,FORT DRUM,13602,ANTHONY MARCINIAK,,ZZZZ,"A, Db","U-00001, U-00002, U-00003, U-00004, U-00005, U00002, U00003, U00004",,"100, 11, 235","CARBON DIOXIDE, CARBON DIOXIDE EQUIVALENTS, CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, PM-10, SULFUR DIOXIDE, TOTAL HAP",,,,,,,,
Air State Facility,6224600004,HP HOOD LLC,HP HOOD LAFARGEVILLE PLANT,20700 ST RTE 411,LAFARGEVILLE,13656,DAN LANGKABEL,,,,A--S001,,42,SULFUR DIOXIDE,,,,,,,,
Air State Facility,6224800002,HANSON AGGREGATES NEW YORK LLC,HANSON - WATERTOWN,25133 ST RTE 3|BLACK RIVER RD,WATERTOWN,13601,MICHAEL C LEWIS,,ZZZZ,"A, I, OOO","P-PGENS, P-PORAG, P-WTAGG, P-WTHMA, P-WTLIM, PPGENS, PPORAG, PWTAGG, PWTLIM","FABRIC FILTER, WATER INJECTION, WATER MIST/SPRAY","14, 15, 16, 25, 28, 30, 31, 33","CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES",,,,,,,,
Air State Facility,6224800014,BARRETT PAVING MATERIALS INC,BARRETT PAMELIA QUARRY,26572 ST RTE 37 - N OF ST RTE 342,WATERTOWN,13601,"BARRETT PAVING MATERIALS INC, SCOTT LOCKERBIE",,,"A, I, OOO","1-PLANT, 2-CRUSH, 3-SCREE, 4-GENER","DUST SUPPRESSION BY WATER SPRAY, FABRIC FILTER, SINGLE CYCLONE","23, 25","CARBON MONOXIDE, HALOGEN, TOTAL             ORGANIC, LEAD, OXIDES OF NITROGEN, PARTICULATES, PM-10, POLYCHLORINATED BIPHENYL, SULFUR, SULFUR DIOXIDE, VOC",,,,,,,,
Air Title V Facility,6225200007,DEVELOPMENT AUTHORITY OF THE NORTH COUNTRY,DANC SOLID WASTE MANAGEMENT FACILITY,23400 ST RTE 177,RODMAN,13682,"JAMES W WRIGHT, THOMAS R SAUTER",,ZZZZ,A,"1-LFGAS, 3-LCHST",FLARING,"10, 30","CARBON MONOXIDE, NMOC - LANDFILL USE ONLY",,,,,,,,
Air Title V Facility,6225200018,INNOVATIVE/DANC LLC,INNOVATIVE DANC,23400 ST RTE 177,RODMAN,13682,PETER H ZELIFF,,ZZZZ,"A, JJJJ, JJJJ","1-DLFGE, 1DLFGE",CATALYTIC OXIDATION,"20, 30, 35","CARBON MONOXIDE, NMOC - LANDFILL USE ONLY, OXIDES OF NITROGEN, SILOXANES",,,,,,,,
Air State Facility,6225800025,JOHN VESPA INC,VESPA SAND & GRAVEL PIT,STATE & OVERLOOK,WATERTOWN,13601,JOHN VESPA INC,,,"A, OOO",1-OVERL,,,"OXIDES OF NITROGEN, PM-10",,,,,,,,
Air Title V Facility,6226000024,CARTHAGE ENERGY LLC,CARTHAGE ENERGY COGEN FACILITY,701 WESTEND AVE,CARTHAGE,13619,TYRONE A HEATH,,,"A, Dc, GG","U-00001, U-00002",STEAM OR WATER INJECTION,"213, 30","CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, PM-10, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,6232000015,OMNIAFILTRA LLC,OMNIAFILTRA LLC,9567 MAIN ST,BEAVER FALLS,13305,SCOTT SAUER,,,,"1-PAPMC, 2-BLRRM, 2-PAPMC, 3-BLRRM, 3-PAPMC",,"32, 33, 34, 35, 46, 95","PARTICULATES, SULFUR DIOXIDE, TOTAL HAP, VOC",,,,,,,,
Air Title V Facility,6232000018,LAKESIDE BEAVER FALLS LLC,LAKESIDE BEAVER FALLS LLC,9644 MAIN ST,BEAVER FALLS,13305,WILLIAM BYRD,,,"A, Dc, GG","U-00001, U-00002, U-00004, U00004","AMMONIA INJECTION, FLUE GAS RECIRCULATION, SELECTIVE CATALYTIC REDUCTION (SCR), STEAM OR WATER INJECTION","109, 19, 213","AMMONIA, CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, PM-10, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,6232000026,IROQUOIS GAS TRANSMISSION SYSTEM LP,CROGHAN COMPRESSOR STATION,OLD STATE RD,CROGHAN,13327,JAMES T BARNES,,,"A, GG",2-00001,,52,"CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, PM-10, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,6233600005,KRAFT FOODS GROUP INC,KRAFT FOODS INC,7388 UTICA BLVD,LOWVILLE,13367,"KRAFT FOODS INC, WILLIAM BLUNDEN",,,"A, Dc","0-00001, 0-00002, 0-00004","FABRIC FILTER, GAS SCRUBBER (GENERAL, NOT CLASSIFIED), INCINERATOR AFTERBURNER","11, 28, 35, 76","CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air Title V Facility,6233600028,FIBERMARK NORTH AMERICA INC,FIBERMARK NORTH AMERICA INC,5492 BOSTWICK ST,LOWVILLE,13367,"JIM HUMMER, JONATHAN ROSE",,"A, JJJJ, KK, KK, KK, KK",,"0-00001, 0-00002, 0-00003, 0-00005",,"25, 28, 31, 36, 39, 42, 43, 45, 50, 65","FORMALDEHYDE, HAP, PARTICULATES, VOC",,,,,,,,
